company,job_title,salary,location,year
LINKEDIN CORPORATION,SDET,135000,"Sunnyvale, CA",2026
STRIPE INC,Senior DevOps Engineer,225000,"South San Francisco, CA",2024
DOCUSIGN INC,Product Manager,137000,"Boston, MA",2026
GOLDMAN SACHS & CO LLC,Network Engineer,158000,"New York, NY",2026
ADOBE INC,Product Manager,142000,"Palo Alto, CA",2024
ADOBE INC,Senior Data Engineer,160000,"San Jose, CA",2025
DELOITTE CONSULTING LLP,Technical Lead,113000,"New York, NY",2025
PALANTIR TECHNOLOGIES,Operations Research Analyst,116000,"Denver, CO",2024
ZOOM VIDEO COMMUNICATIONS,Machine Learning Engineer,170000,"San Jose, CA",2026
DROPOBOX INC,Senior Software Engineer,152000,"Houston, TX",2025
TATA CONSULTANCY SERVICES,SRE,73000,"Bridgewater, NJ",2025
ZOOM VIDEO COMMUNICATIONS,Database Administrator,114000,"Kansas City, MO",2026
MICROSOFT CORPORATION,Staff Software Engineer,173000,"Redmond, WA",2024
TATA CONSULTANCY SERVICES,SRE,99000,"Bridgewater, NJ",2024
META PLATFORMS INC,Business Intelligence Engineer,154000,"Menlo Park, CA",2025
LINKEDIN CORPORATION,Senior Engineering Manager,192000,"Sunnyvale, CA",2025
TESLA INC,Technical Program Manager,159000,"Boston, MA",2026
TATA CONSULTANCY SERVICES,Senior Data Engineer,97000,"Columbus, OH",2026
NVIDIA CORPORATION,Solutions Architect,170000,"Charlotte, NC",2026
LINKEDIN CORPORATION,Technical Program Manager,172000,"Bentonville, AR",2025
TWITTER INC,Database Administrator,194000,"Atlanta, GA",2025
DATADOG INC,Research Scientist,149000,"New York, NY",2024
JPMORGAN CHASE & CO,Security Engineer,115000,"Nashville, TN",2026
TWITTER INC,Financial Analyst,135000,"San Francisco, CA",2026
GOLDMAN SACHS & CO LLC,Financial Analyst,174000,"New York, NY",2026
MICROSOFT CORPORATION,Network Engineer,161000,"San Jose, CA",2025
DOCUSIGN INC,Senior Engineering Manager,132000,"San Francisco, CA",2024
UBER TECHNOLOGIES INC,DevOps Engineer,178000,"San Francisco, CA",2024
COGNIZANT TECHNOLOGY SOLUTIONS,Systems Engineer,90000,"Teaneck, NJ",2025
WALMART GLOBAL TECH,AI Engineer,141000,"Bentonville, AR",2026
COGNIZANT TECHNOLOGY SOLUTIONS,Operations Research Analyst,101000,"Schaumburg, IL",2024
SPLUNK INC,Technical Program Manager,182000,"Baltimore, MD",2025
LINKEDIN CORPORATION,QA Engineer,202000,"Sunnyvale, CA",2025
PINTEREST INC,Compliance Analyst,121000,"Phoenix, AZ",2024
WORKDAY INC,Machine Learning Engineer,116000,"Detroit, MI",2025
TESLA INC,Financial Analyst,138000,"Brooklyn, NY",2026
DROPOBOX INC,Frontend Engineer,179000,"Raleigh, NC",2026
DOCUSIGN INC,Business Intelligence Engineer,114000,"San Francisco, CA",2025
SQUARE INC,Senior Software Engineer,182000,"San Francisco, CA",2025
ACCENTURE LLP,Business Intelligence Engineer,106000,"Bridgewater, NJ",2026
ACCENTURE LLP,Senior Data Engineer,136000,"Chicago, IL",2026
SPLUNK INC,Financial Analyst,165000,"San Francisco, CA",2024
META PLATFORMS INC,Compliance Analyst,203000,"Menlo Park, CA",2024
META PLATFORMS INC,Technical Lead,210000,"Philadelphia, PA",2025
GOOGLE LLC,Machine Learning Engineer,188000,"Mountain View, CA",2026
PINTEREST INC,QA Engineer,160000,"San Francisco, CA",2024
NVIDIA CORPORATION,Data Scientist,145000,"Santa Clara, CA",2025
TESLA INC,Backend Engineer,150000,"Austin, TX",2024
NVIDIA CORPORATION,Technical Program Manager,192000,"Santa Clara, CA",2026
ADOBE INC,Data Scientist,187000,"Bentonville, AR",2025
TATA CONSULTANCY SERVICES,Senior Data Scientist,89000,"Bridgewater, NJ",2025
ZOOM VIDEO COMMUNICATIONS,Big Data Engineer,167000,"Dallas, TX",2025
WALMART GLOBAL TECH,Senior Data Scientist,110000,"Bentonville, AR",2026
ZOOM VIDEO COMMUNICATIONS,Senior Data Engineer,147000,"San Jose, CA",2024
SNAP INC,Systems Engineer,145000,"Reston, VA",2026
PINTEREST INC,Big Data Engineer,181000,"Austin, TX",2026
PALANTIR TECHNOLOGIES,UX Engineer,163000,"Denver, CO",2024
UBER TECHNOLOGIES INC,Senior Software Engineer,193000,"Milwaukee, WI",2025
LINKEDIN CORPORATION,Backend Engineer,161000,"Nashville, TN",2026
AIRBNB INC,Senior Software Engineer,158000,"Mountain View, CA",2024
TWITTER INC,Engineering Manager,193000,"Richmond, VA",2026
IBM CORPORATION,Compliance Analyst,144000,"Armonk, NY",2026
TESLA INC,Backend Engineer,141000,"Austin, TX",2026
STRIPE INC,Cloud Engineer,216000,"South San Francisco, CA",2025
TWITTER INC,QA Engineer,195000,"Detroit, MI",2025
PINTEREST INC,Product Manager,176000,"San Francisco, CA",2026
MICROSOFT CORPORATION,Site Reliability Engineer,184000,"Atlanta, GA",2025
CAPITAL ONE SERVICES LLC,Product Manager,125000,"Orlando, FL",2026
APPLE INC,Full Stack Engineer,167000,"Houston, TX",2025
NVIDIA CORPORATION,Engineering Manager,166000,"Santa Clara, CA",2024
VMWARE LLC,SDET,171000,"Palo Alto, CA",2025
JPMORGAN CHASE & CO,Technical Program Manager,134000,"Atlanta, GA",2024
SQUARE INC,Cloud Engineer,164000,"Reston, VA",2024
SNAP INC,DevOps Engineer,180000,"Santa Monica, CA",2025
COGNIZANT TECHNOLOGY SOLUTIONS,UX Engineer,97000,"Baltimore, MD",2024
NETFLIX INC,Engineering Manager,298000,"Los Gatos, CA",2025
DOCUSIGN INC,Operations Research Analyst,135000,"St. Louis, MO",2024
PINTEREST INC,Senior Data Engineer,172000,"San Francisco, CA",2024
DELOITTE CONSULTING LLP,Data Scientist,118000,"New York, NY",2026
NVIDIA CORPORATION,Technical Program Manager,183000,"Tampa, FL",2026
AMAZON COM SERVICES LLC,SDET,140000,"Seattle, WA",2026
COGNIZANT TECHNOLOGY SOLUTIONS,Database Administrator,66000,"Teaneck, NJ",2024
SALESFORCE INC,SRE,198000,"San Jose, CA",2025
AMAZON WEB SERVICES INC,Senior Data Scientist,168000,"Raleigh, NC",2025
WORKDAY INC,Frontend Engineer,107000,"Pleasanton, CA",2026
LINKEDIN CORPORATION,Frontend Engineer,152000,"Sunnyvale, CA",2026
SPLUNK INC,Compliance Analyst,168000,"St. Louis, MO",2026
VMWARE LLC,Senior Product Manager,186000,"Palo Alto, CA",2025
WORKDAY INC,Backend Engineer,137000,"Pleasanton, CA",2024
SALESFORCE INC,Data Engineer,149000,"Columbus, OH",2026
DELOITTE CONSULTING LLP,AI Engineer,100000,"Raleigh, NC",2025
ZOOM VIDEO COMMUNICATIONS,Applied Scientist,151000,"Charlotte, NC",2024
WALMART GLOBAL TECH,AI Engineer,93000,"Bentonville, AR",2026
LINKEDIN CORPORATION,Site Reliability Engineer,175000,"Sunnyvale, CA",2026
AMAZON WEB SERVICES INC,Solutions Architect,132000,"Seattle, WA",2025
SNAP INC,Platform Engineer,179000,"Philadelphia, PA",2024
APPLE INC,Staff Software Engineer,181000,"Milwaukee, WI",2025
VMWARE LLC,Compliance Analyst,129000,"Nashville, TN",2026
AMAZON COM SERVICES LLC,Backend Engineer,177000,"Denver, CO",2024
GOOGLE LLC,Big Data Engineer,210000,"Mountain View, CA",2026
TATA CONSULTANCY SERVICES,Senior Product Manager,88000,"Bridgewater, NJ",2025
ORACLE AMERICA INC,Solutions Architect,169000,"Austin, TX",2026
COGNIZANT TECHNOLOGY SOLUTIONS,Platform Engineer,102000,"Teaneck, NJ",2025
JPMORGAN CHASE & CO,Senior Data Engineer,162000,"Tempe, AZ",2026
WORKDAY INC,Machine Learning Engineer,169000,"Pleasanton, CA",2025
MICROSOFT CORPORATION,Research Scientist,140000,"Redmond, WA",2025
SPLUNK INC,Product Manager,176000,"Sacramento, CA",2026
LINKEDIN CORPORATION,Data Engineer,144000,"Kansas City, MO",2025
VMWARE LLC,Full Stack Engineer,174000,"Dallas, TX",2026
AMAZON COM SERVICES LLC,Data Scientist,171000,"Tampa, FL",2026
WALMART GLOBAL TECH,Full Stack Engineer,118000,"Bentonville, AR",2026
DOCUSIGN INC,Data Engineer,113000,"San Francisco, CA",2025
TATA CONSULTANCY SERVICES,Senior Data Engineer,94000,"Bridgewater, NJ",2025
INFOSYS LIMITED,Technical Lead,88000,"Plano, TX",2024
GOOGLE LLC,Solutions Architect,168000,"Mountain View, CA",2024
DELOITTE CONSULTING LLP,Software Engineer,137000,"New York, NY",2024
PINTEREST INC,Cloud Engineer,160000,"Sunnyvale, CA",2026
SALESFORCE INC,Senior Product Manager,195000,"Reston, VA",2026
SPLUNK INC,Staff Software Engineer,145000,"San Francisco, CA",2025
AMAZON COM SERVICES LLC,Financial Analyst,125000,"Sacramento, CA",2025
MICROSOFT CORPORATION,Research Scientist,179000,"Redmond, WA",2025
CAPITAL ONE SERVICES LLC,Applied Scientist,101000,"Detroit, MI",2026
GOOGLE LLC,AI Engineer,212000,"Mountain View, CA",2026
LINKEDIN CORPORATION,Senior Engineering Manager,200000,"Sunnyvale, CA",2026
ADOBE INC,SRE,165000,"San Jose, CA",2025
GOLDMAN SACHS & CO LLC,Platform Engineer,157000,"Plano, TX",2025
ORACLE AMERICA INC,Senior Engineering Manager,148000,"Austin, TX",2025
SALESFORCE INC,Research Scientist,133000,"San Francisco, CA",2025
DOCUSIGN INC,Site Reliability Engineer,124000,"San Francisco, CA",2025
INTEL CORPORATION,Data Scientist,168000,"Santa Clara, CA",2025
AMAZON COM SERVICES LLC,Applied Scientist,169000,"Seattle, WA",2026
DELOITTE CONSULTING LLP,Senior Data Engineer,129000,"New York, NY",2024
ORACLE AMERICA INC,Backend Engineer,170000,"Minneapolis, MN",2026
GOOGLE LLC,Senior DevOps Engineer,171000,"Mountain View, CA",2026
NVIDIA CORPORATION,Systems Engineer,167000,"Santa Clara, CA",2025
DATADOG INC,Machine Learning Engineer,127000,"New York, NY",2026
TWITTER INC,Systems Engineer,159000,"Atlanta, GA",2026
ADOBE INC,Senior Data Engineer,158000,"San Jose, CA",2024
DOCUSIGN INC,Product Manager,151000,"San Francisco, CA",2025
MICROSOFT CORPORATION,Senior Data Engineer,193000,"Tampa, FL",2025
INTEL CORPORATION,Big Data Engineer,134000,"Chicago, IL",2025
AIRBNB INC,DevOps Engineer,193000,"Atlanta, GA",2025
SERVICENOW INC,Compliance Analyst,170000,"Santa Clara, CA",2025
NETFLIX INC,Technical Program Manager,291000,"Los Gatos, CA",2026
GOOGLE LLC,Senior Data Scientist,173000,"Mountain View, CA",2026
SPLUNK INC,DevOps Engineer,168000,"San Francisco, CA",2026
SERVICENOW INC,DevOps Engineer,117000,"Columbus, OH",2026
GOLDMAN SACHS & CO LLC,Technical Lead,163000,"New York, NY",2025
SQUARE INC,Platform Engineer,182000,"New York, NY",2024
SERVICENOW INC,QA Engineer,166000,"Santa Clara, CA",2026
SALESFORCE INC,Staff Software Engineer,146000,"Chicago, IL",2025
UBER TECHNOLOGIES INC,Senior Engineering Manager,142000,"San Francisco, CA",2026
STRIPE INC,Site Reliability Engineer,223000,"Arlington, VA",2024
GOLDMAN SACHS & CO LLC,Senior Product Manager,174000,"New York, NY",2025
AIRBNB INC,Data Engineer,166000,"San Francisco, CA",2026
META PLATFORMS INC,Platform Engineer,176000,"Menlo Park, CA",2024
PALANTIR TECHNOLOGIES,DevOps Engineer,153000,"Denver, CO",2025
UBER TECHNOLOGIES INC,Research Scientist,164000,"San Francisco, CA",2026
DROPOBOX INC,Platform Engineer,146000,"San Francisco, CA",2026
NVIDIA CORPORATION,QA Engineer,163000,"Santa Clara, CA",2026
SPLUNK INC,Financial Analyst,180000,"Cambridge, MA",2026
ZOOM VIDEO COMMUNICATIONS,Financial Analyst,138000,"San Jose, CA",2025
SERVICENOW INC,Product Manager,154000,"San Diego, CA",2024
WALMART GLOBAL TECH,AI Engineer,109000,"Bentonville, AR",2025
APPLE INC,Operations Research Analyst,178000,"Atlanta, GA",2024
WORKDAY INC,AI Engineer,171000,"Plano, TX",2026
STRIPE INC,Applied Scientist,196000,"Houston, TX",2024
SALESFORCE INC,Applied Scientist,174000,"Ann Arbor, MI",2024
ORACLE AMERICA INC,Staff Software Engineer,172000,"Redmond, WA",2025
PINTEREST INC,Machine Learning Engineer,178000,"Portland, OR",2026
NETFLIX INC,Financial Analyst,327000,"Ann Arbor, MI",2025
GOOGLE LLC,SDET,157000,"Mountain View, CA",2025
APPLE INC,Financial Analyst,157000,"Cupertino, CA",2025
DOCUSIGN INC,Backend Engineer,152000,"McLean, VA",2025
TWITTER INC,Data Scientist,178000,"San Francisco, CA",2025
NETFLIX INC,Senior DevOps Engineer,251000,"Los Gatos, CA",2025
DROPOBOX INC,Infrastructure Engineer,122000,"Newark, NJ",2026
INTEL CORPORATION,SRE,179000,"Santa Clara, CA",2025
IBM CORPORATION,DevOps Engineer,157000,"Minneapolis, MN",2026
ZOOM VIDEO COMMUNICATIONS,Full Stack Engineer,121000,"San Jose, CA",2026
JPMORGAN CHASE & CO,Analytics Engineer,114000,"Dallas, TX",2024
ORACLE AMERICA INC,Applied Scientist,114000,"Austin, TX",2026
ORACLE AMERICA INC,UX Engineer,132000,"Boulder, CO",2025
PALANTIR TECHNOLOGIES,AI Engineer,155000,"Irvine, CA",2024
VMWARE LLC,AI Engineer,132000,"Palo Alto, CA",2024
VMWARE LLC,Platform Engineer,173000,"Salt Lake City, UT",2024
DATADOG INC,Data Engineer,190000,"New York, NY",2026
AIRBNB INC,Senior DevOps Engineer,198000,"San Francisco, CA",2024
TATA CONSULTANCY SERVICES,SDET,73000,"Bridgewater, NJ",2025
SPLUNK INC,Frontend Engineer,175000,"San Francisco, CA",2025
JPMORGAN CHASE & CO,Compliance Analyst,120000,"New York, NY",2024
MICROSOFT CORPORATION,Security Engineer,126000,"Redmond, WA",2026
DOCUSIGN INC,Research Scientist,142000,"San Francisco, CA",2026
APPLE INC,Compliance Analyst,176000,"Cupertino, CA",2025
APPLE INC,Technical Lead,205000,"Cupertino, CA",2024
DROPOBOX INC,AI Engineer,135000,"San Francisco, CA",2026
ZOOM VIDEO COMMUNICATIONS,Site Reliability Engineer,132000,"San Jose, CA",2025
UBER TECHNOLOGIES INC,Engineering Manager,188000,"San Francisco, CA",2025
PALANTIR TECHNOLOGIES,Database Administrator,125000,"Los Angeles, CA",2025
DATADOG INC,Analytics Engineer,190000,"New York, NY",2026
SPLUNK INC,Big Data Engineer,140000,"Charlotte, NC",2024
COGNIZANT TECHNOLOGY SOLUTIONS,Senior Data Engineer,97000,"Teaneck, NJ",2026
AIRBNB INC,DevOps Engineer,149000,"San Francisco, CA",2025
TESLA INC,Business Intelligence Engineer,137000,"Redmond, WA",2024
STRIPE INC,Data Engineer,167000,"South San Francisco, CA",2024
APPLE INC,Infrastructure Engineer,186000,"San Francisco, CA",2025
ZOOM VIDEO COMMUNICATIONS,Senior Data Scientist,170000,"San Jose, CA",2025
ADOBE INC,Senior Engineering Manager,181000,"Brooklyn, NY",2024
JPMORGAN CHASE & CO,Cloud Engineer,103000,"San Francisco, CA",2026
MICROSOFT CORPORATION,Applied Scientist,157000,"Redmond, WA",2026
UBER TECHNOLOGIES INC,Infrastructure Engineer,156000,"San Francisco, CA",2026
SALESFORCE INC,Compliance Analyst,197000,"San Francisco, CA",2025
AMAZON WEB SERVICES INC,Senior Engineering Manager,201000,"Plano, TX",2024
PALANTIR TECHNOLOGIES,Backend Engineer,137000,"Indianapolis, IN",2024
COGNIZANT TECHNOLOGY SOLUTIONS,Full Stack Engineer,105000,"Teaneck, NJ",2025
WALMART GLOBAL TECH,Data Engineer,143000,"Bentonville, AR",2025
STRIPE INC,SRE,202000,"San Diego, CA",2026
APPLE INC,Cloud Engineer,139000,"Miami, FL",2026
SPLUNK INC,Machine Learning Engineer,185000,"San Francisco, CA",2026
NETFLIX INC,Analytics Engineer,333000,"Los Gatos, CA",2026
DELOITTE CONSULTING LLP,Data Engineer,127000,"Detroit, MI",2026
AMAZON COM SERVICES LLC,SDET,164000,"Seattle, WA",2026
PALANTIR TECHNOLOGIES,Operations Research Analyst,121000,"Denver, CO",2025
JPMORGAN CHASE & CO,Senior Software Engineer,156000,"Schaumburg, IL",2024
AIRBNB INC,Technical Lead,189000,"San Francisco, CA",2026
DOCUSIGN INC,QA Engineer,156000,"San Francisco, CA",2025
APPLE INC,Analytics Engineer,172000,"Redmond, WA",2025
DATADOG INC,SDET,180000,"Phoenix, AZ",2026
TWITTER INC,Research Scientist,179000,"San Francisco, CA",2024
ZOOM VIDEO COMMUNICATIONS,Business Intelligence Engineer,123000,"Atlanta, GA",2025
NETFLIX INC,Database Administrator,245000,"Los Gatos, CA",2024
COGNIZANT TECHNOLOGY SOLUTIONS,UX Engineer,67000,"Teaneck, NJ",2025
DROPOBOX INC,Engineering Manager,155000,"San Francisco, CA",2024
NETFLIX INC,Platform Engineer,265000,"Los Gatos, CA",2025
PINTEREST INC,Infrastructure Engineer,168000,"San Francisco, CA",2024
UBER TECHNOLOGIES INC,Data Scientist,121000,"Columbus, OH",2024
AIRBNB INC,Security Engineer,182000,"San Francisco, CA",2025
AMAZON COM SERVICES LLC,SDET,188000,"Indianapolis, IN",2024
AMAZON WEB SERVICES INC,Senior DevOps Engineer,193000,"Seattle, WA",2025
AIRBNB INC,Senior Data Engineer,170000,"Charlotte, NC",2026
SQUARE INC,Analytics Engineer,130000,"Irvine, CA",2024
NVIDIA CORPORATION,DevOps Engineer,209000,"Santa Clara, CA",2024
STRIPE INC,AI Engineer,164000,"Portland, OR",2024
GOOGLE LLC,Senior Data Scientist,171000,"Mountain View, CA",2024
META PLATFORMS INC,Big Data Engineer,169000,"Austin, TX",2026
SNAP INC,SDET,147000,"Sunnyvale, CA",2024
PINTEREST INC,Engineering Manager,170000,"Austin, TX",2024
SNAP INC,Senior Data Engineer,191000,"Indianapolis, IN",2024
TWITTER INC,Product Manager,179000,"San Francisco, CA",2024
STRIPE INC,Data Engineer,157000,"Reston, VA",2025
SERVICENOW INC,Senior Engineering Manager,140000,"Santa Clara, CA",2025
NETFLIX INC,Platform Engineer,259000,"Los Gatos, CA",2025
META PLATFORMS INC,Product Manager,196000,"Milwaukee, WI",2024
DROPOBOX INC,Compliance Analyst,174000,"San Francisco, CA",2026
GOLDMAN SACHS & CO LLC,Senior Data Scientist,174000,"New York, NY",2024
DELOITTE CONSULTING LLP,Compliance Analyst,115000,"St. Louis, MO",2024
TESLA INC,Data Engineer,145000,"Austin, TX",2025
APPLE INC,Financial Analyst,185000,"Cupertino, CA",2025
WORKDAY INC,Senior Product Manager,138000,"Pleasanton, CA",2025
VMWARE LLC,Machine Learning Engineer,178000,"Boston, MA",2024
AMAZON COM SERVICES LLC,Data Engineer,189000,"Seattle, WA",2024
JPMORGAN CHASE & CO,UX Engineer,164000,"New York, NY",2024
DROPOBOX INC,Software Engineer,140000,"Tampa, FL",2026
META PLATFORMS INC,AI Engineer,172000,"Tampa, FL",2026
DELOITTE CONSULTING LLP,Applied Scientist,127000,"New York, NY",2026
STRIPE INC,Solutions Architect,221000,"South San Francisco, CA",2024
UBER TECHNOLOGIES INC,Research Scientist,152000,"Milwaukee, WI",2025
SNAP INC,Technical Lead,171000,"Santa Monica, CA",2024
DATADOG INC,Database Administrator,193000,"New York, NY",2026
SQUARE INC,Research Scientist,163000,"San Francisco, CA",2024
INFOSYS LIMITED,Staff Software Engineer,89000,"Plano, TX",2024
JPMORGAN CHASE & CO,Infrastructure Engineer,138000,"Seattle, WA",2025
TATA CONSULTANCY SERVICES,Senior Product Manager,86000,"Bridgewater, NJ",2026
DELOITTE CONSULTING LLP,Solutions Architect,87000,"New York, NY",2026
INTEL CORPORATION,Systems Engineer,150000,"Santa Clara, CA",2025
GOOGLE LLC,Senior Data Engineer,187000,"Dallas, TX",2026
GOOGLE LLC,Product Manager,167000,"Sacramento, CA",2026
ACCENTURE LLP,Compliance Analyst,127000,"Chicago, IL",2026
VMWARE LLC,Engineering Manager,159000,"Palo Alto, CA",2025
AMAZON WEB SERVICES INC,Senior Data Scientist,183000,"Indianapolis, IN",2025
GOLDMAN SACHS & CO LLC,Security Engineer,169000,"New York, NY",2024
SERVICENOW INC,Machine Learning Engineer,134000,"Santa Clara, CA",2025
CAPITAL ONE SERVICES LLC,Big Data Engineer,137000,"McLean, VA",2025
DOCUSIGN INC,Data Scientist,105000,"San Francisco, CA",2024
LINKEDIN CORPORATION,Systems Engineer,203000,"Sunnyvale, CA",2024
DROPOBOX INC,Frontend Engineer,189000,"St. Louis, MO",2026
WALMART GLOBAL TECH,Cloud Engineer,115000,"Kansas City, MO",2024
PINTEREST INC,Compliance Analyst,163000,"Denver, CO",2024
AMAZON WEB SERVICES INC,Technical Lead,164000,"Newark, NJ",2025
WORKDAY INC,Senior Engineering Manager,137000,"Pleasanton, CA",2026
SERVICENOW INC,Platform Engineer,142000,"Santa Clara, CA",2026
TWITTER INC,Data Engineer,178000,"San Francisco, CA",2026
ADOBE INC,Database Administrator,156000,"Redmond, WA",2024
TWITTER INC,Staff Software Engineer,143000,"Boston, MA",2026
TATA CONSULTANCY SERVICES,Operations Research Analyst,99000,"Portland, OR",2026
PINTEREST INC,UX Engineer,158000,"San Francisco, CA",2024
DATADOG INC,Systems Engineer,120000,"New York, NY",2024
INTEL CORPORATION,Technical Program Manager,141000,"Santa Clara, CA",2024
DELOITTE CONSULTING LLP,Senior Engineering Manager,111000,"New York, NY",2024
WALMART GLOBAL TECH,DevOps Engineer,132000,"Bentonville, AR",2026
DELOITTE CONSULTING LLP,Security Engineer,100000,"New York, NY",2026
ACCENTURE LLP,Site Reliability Engineer,94000,"Sunnyvale, CA",2025
DOCUSIGN INC,Technical Lead,158000,"San Diego, CA",2024
CAPITAL ONE SERVICES LLC,Senior Product Manager,115000,"McLean, VA",2025
DROPOBOX INC,Machine Learning Engineer,143000,"Dallas, TX",2025
AMAZON COM SERVICES LLC,Senior Engineering Manager,155000,"Bentonville, AR",2024
